"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jul 15 16:55:42 GMT 2023","Sat Jul 15 16:55:42 GMT 2023","269","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Chech route on Education Menu",""
"failed","Sat Jul 15 16:55:44 GMT 2023","Sat Jul 15 16:55:45 GMT 2023","294","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Click on Swing Trading",""
