"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jul 15 17:02:43 GMT 2023","Sat Jul 15 17:02:51 GMT 2023","8507","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Chech route on Education Menu",""
"passed","Sat Jul 15 17:02:52 GMT 2023","Sat Jul 15 17:02:56 GMT 2023","4582","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Click on Swing Trading",""
