"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jul 15 17:27:26 GMT 2023","Sat Jul 15 17:27:34 GMT 2023","7899","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Chech route on Education Menu",""
"passed","Sat Jul 15 17:27:42 GMT 2023","Sat Jul 15 17:27:49 GMT 2023","7420","chromium","","US_11.03.05 | Educations > Menu item [Swing Trading]","","","Click on Swing Trading",""
